outlet,compound,pos,neu,neg
BBC,-0.08911351981351981,0.08177389277389278,0.7863892773892773,0.13184848484848485
AP,-0.11830103305785124,0.07463636363636364,0.7983842975206612,0.1269917355371901
Newsmax,-0.12384292134831461,0.07072808988764046,0.7849573033707865,0.14432808988764045
CNN,-0.12404929577464788,0.05661167002012072,0.8314969818913481,0.1118933601609658
Fox News,-0.1491382045929019,0.08608141962421711,0.7540668058455114,0.15986012526096033
